service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
594,0,0,1,0,1,0,0,20130918,20130920
595,0,0,1,1,0,0,0,20130918,20130919
596,0,0,1,1,1,0,0,20130918,20130920
597,0,1,0,0,0,0,0,20130917,20130917
598,0,1,0,0,1,0,0,20130917,20130920
599,0,1,0,1,0,0,0,20130917,20130919
600,0,1,1,0,0,0,0,20130917,20130918
601,0,1,1,0,1,0,0,20130917,20130920
602,0,1,1,1,0,0,0,20130917,20130919
603,0,1,1,1,1,0,0,20130917,20130920
604,0,1,1,1,1,1,0,20130917,20130921
605,1,0,0,0,0,0,0,20130916,20130916
606,1,0,0,0,1,0,0,20130916,20130920
607,1,0,0,1,1,0,0,20130916,20130920
608,1,0,1,0,0,0,0,20130916,20130918
609,1,0,1,1,1,0,0,20130916,20130920
610,1,1,0,0,0,0,0,20130916,20130917
611,1,1,0,0,1,0,0,20130916,20130920
612,1,1,0,1,1,0,0,20130916,20130920
613,1,1,1,0,0,0,0,20130916,20130918
614,1,1,1,0,1,0,0,20130916,20130920
615,1,1,1,1,0,0,0,20130916,20130919
616,1,1,1,1,1,0,0,20130916,20130920
617,0,0,0,0,0,0,1,20130922,20130929
618,0,0,0,0,0,1,0,20130921,20130928
619,0,0,0,0,1,0,0,20130920,20130927
620,0,0,0,1,1,0,0,20130919,20130927
621,0,1,1,1,1,0,0,20130917,20130927
622,1,0,0,0,0,0,0,20130916,20130923
623,1,1,1,1,0,0,0,20130916,20130926
624,1,1,1,1,1,0,0,20130916,20130927
625,0,0,0,0,0,0,1,20130922,20131006
626,0,0,0,0,0,1,0,20130921,20131005
627,0,0,1,1,1,0,0,20130918,20131004
628,0,1,1,1,1,0,0,20130917,20131004
629,1,1,1,1,0,0,0,20130916,20131003
630,1,1,1,1,1,0,0,20130916,20131004
631,0,0,0,0,0,0,1,20130922,20131013
632,0,0,0,0,0,1,0,20130921,20131012
633,0,0,0,0,1,0,0,20130920,20131011
634,0,0,0,1,0,0,0,20130919,20131010
635,0,0,1,0,0,0,0,20130918,20131009
636,0,1,0,0,0,0,0,20130917,20131008
637,0,1,1,1,0,0,0,20130917,20131010
638,0,1,1,1,1,0,0,20130917,20131011
639,1,0,0,0,0,0,0,20130916,20131007
640,1,1,1,1,0,0,0,20130916,20131010
641,1,1,1,1,1,0,0,20130916,20131011
642,0,0,0,0,0,0,1,20130922,20131020
643,0,0,0,0,0,1,0,20130921,20131019
644,1,1,1,1,1,0,0,20130916,20131018
645,0,0,0,0,0,0,1,20130922,20131027
646,0,0,0,0,0,1,0,20130921,20131026
647,0,1,1,1,1,0,0,20130917,20131025
648,1,0,0,0,0,0,0,20130916,20131021
649,1,1,1,1,1,0,0,20130916,20131025
650,0,0,0,0,0,0,1,20130922,20131103
651,0,0,0,0,0,1,0,20130921,20131102
652,0,0,0,0,1,0,0,20130920,20131101
653,1,1,1,1,1,0,0,20130916,20131101
654,0,1,1,1,1,0,0,20130917,20131108
655,1,1,1,1,1,0,0,20130916,20131108
656,0,0,1,1,1,0,0,20130918,20131115
657,0,1,1,1,1,0,0,20130917,20131115
658,0,0,0,0,0,0,1,20130922,20131201
659,0,0,0,0,0,1,0,20130921,20131130
660,0,0,0,0,0,1,0,20130921,20131207
661,0,0,0,0,1,0,0,20130920,20131206
662,0,1,1,1,1,0,0,20130917,20131206
664,1,1,1,1,0,0,0,20130916,20131205
665,1,1,1,1,1,0,0,20130916,20131206
667,0,0,0,0,0,0,1,20130929,20130929
668,0,0,0,0,0,1,0,20130928,20130928
669,0,0,0,0,1,0,0,20130927,20130927
670,0,0,0,1,0,0,0,20130926,20130926
671,0,0,0,1,1,0,0,20130926,20130927
672,0,0,0,1,1,1,0,20130926,20130928
673,0,0,1,0,0,0,0,20130925,20130925
674,0,0,1,0,1,0,0,20130925,20130927
675,0,0,1,1,0,0,0,20130925,20130926
676,0,0,1,1,1,0,0,20130925,20130927
677,0,1,0,0,0,0,0,20130924,20130924
678,0,1,0,1,1,0,0,20130924,20130927
679,0,1,1,0,0,0,0,20130924,20130925
680,0,1,1,0,0,1,0,20130924,20130928
681,0,1,1,1,0,0,0,20130924,20130926
682,0,1,1,1,1,0,0,20130924,20130927
683,1,0,0,0,0,0,0,20130923,20130923
684,1,0,0,0,1,0,0,20130923,20130927
685,1,0,0,1,0,0,0,20130923,20130926
686,1,0,0,1,1,0,0,20130923,20130927
687,1,0,1,0,0,0,0,20130923,20130925
688,1,0,1,0,1,0,0,20130923,20130927
689,1,0,1,1,0,0,0,20130923,20130926
690,1,1,0,0,0,0,0,20130923,20130924
691,1,1,0,0,1,0,0,20130923,20130927
692,1,1,0,1,0,0,0,20130923,20130926
693,1,1,0,1,1,0,0,20130923,20130927
694,1,1,1,0,0,0,0,20130923,20130925
695,1,1,1,0,1,0,0,20130923,20130927
696,1,1,1,0,1,1,0,20130923,20130928
697,1,1,1,1,0,0,0,20130923,20130926
698,1,1,1,1,1,0,0,20130923,20130927
700,0,0,0,0,0,0,1,20130929,20131006
701,0,0,0,0,0,1,0,20130928,20131005
702,0,0,0,0,1,0,0,20130927,20131004
703,0,1,0,1,0,0,0,20130924,20131003
704,0,1,1,1,0,0,0,20130924,20131003
705,0,1,1,1,1,0,0,20130924,20131004
706,1,0,0,0,0,0,0,20130923,20130930
707,1,0,1,0,1,0,0,20130923,20131004
708,1,1,1,1,0,0,0,20130923,20131003
709,1,1,1,1,1,0,0,20130923,20131004
710,1,1,1,1,1,1,0,20130923,20131005
711,0,0,0,0,0,0,1,20130929,20131013
712,0,0,0,0,0,1,0,20130928,20131012
713,0,0,0,0,1,0,0,20130927,20131011
714,0,1,1,1,1,0,0,20130924,20131011
715,1,0,0,0,0,0,0,20130923,20131007
716,1,0,0,1,1,0,0,20130923,20131011
717,1,1,1,1,0,0,0,20130923,20131010
718,1,1,1,1,1,0,0,20130923,20131011
719,1,1,1,1,1,1,0,20130923,20131012
720,0,0,0,0,0,0,1,20130929,20131020
721,0,0,0,0,0,1,0,20130928,20131019
722,0,0,0,0,1,0,0,20130927,20131018
723,1,0,0,0,0,0,0,20130923,20131014
724,1,0,0,1,1,0,0,20130923,20131018
725,1,1,1,1,0,0,0,20130923,20131017
726,1,1,1,1,1,0,0,20130923,20131018
727,0,0,0,0,0,0,1,20130929,20131027
728,0,0,0,0,0,1,0,20130928,20131026
729,0,0,0,0,1,0,0,20130927,20131025
730,1,0,0,0,0,0,0,20130923,20131021
731,1,1,1,1,0,0,0,20130923,20131024
732,1,1,1,1,1,0,0,20130923,20131025
733,0,0,0,0,0,0,1,20130929,20131103
734,0,0,0,0,0,1,0,20130928,20131102
735,0,1,1,1,1,0,0,20130924,20131101
736,1,1,1,1,0,0,0,20130923,20131031
737,1,1,1,1,1,0,0,20130923,20131101
738,1,1,1,1,1,0,0,20130923,20131108
739,0,0,0,0,0,1,0,20130928,20131116
740,0,0,0,0,1,0,0,20130927,20131115
741,1,0,0,1,1,0,0,20130923,20131115
742,1,1,1,1,0,0,0,20130923,20131114
743,0,0,0,0,1,0,0,20130927,20131122
744,1,1,1,1,0,0,0,20130923,20131121
745,1,1,1,1,1,0,0,20130923,20131122
746,0,0,0,0,0,0,1,20130929,20131201
747,0,0,0,0,0,1,0,20130928,20131207
748,0,0,0,0,1,0,0,20130927,20131206
749,0,1,1,1,0,0,0,20130924,20131205
750,0,1,1,1,1,0,0,20130924,20131206
751,1,0,0,0,0,0,0,20130923,20131202
752,1,1,1,1,0,0,0,20130923,20131205
753,1,1,1,1,1,0,0,20130923,20131206
754,1,1,1,1,1,1,0,20130923,20131207
755,0,0,0,0,0,0,1,20131006,20131006
756,0,0,0,0,0,1,0,20131005,20131005
757,0,0,0,0,1,0,0,20131004,20131004
758,0,0,0,1,0,0,0,20131003,20131003
759,0,0,0,1,1,0,0,20131003,20131004
760,0,0,1,0,0,0,0,20131002,20131002
761,0,0,1,1,0,0,0,20131002,20131003
762,0,0,1,1,1,0,0,20131002,20131004
763,0,1,0,0,0,0,0,20131001,20131001
764,0,1,1,0,0,0,0,20131001,20131002
765,0,1,1,1,0,0,0,20131001,20131003
766,0,1,1,1,1,0,0,20131001,20131004
767,0,1,1,1,1,1,0,20131001,20131005
768,1,0,0,0,0,0,0,20130930,20130930
769,1,0,0,0,1,0,0,20130930,20131004
770,1,0,0,1,1,0,0,20130930,20131004
771,1,0,1,0,0,0,0,20130930,20131002
772,1,0,1,1,1,0,0,20130930,20131004
773,1,1,0,0,0,0,0,20130930,20131001
774,1,1,1,0,0,0,0,20130930,20131002
775,1,1,1,0,1,0,0,20130930,20131004
776,1,1,1,1,0,0,0,20130930,20131003
777,1,1,1,1,1,0,0,20130930,20131004
778,0,0,0,0,0,0,1,20131006,20131013
779,0,0,0,0,0,1,0,20131005,20131012
780,0,0,0,0,1,0,0,20131004,20131011
781,0,0,0,1,1,0,0,20131003,20131011
782,0,1,1,1,1,0,0,20131001,20131011
783,1,1,1,1,0,0,0,20130930,20131010
784,1,1,1,1,1,0,0,20130930,20131011
785,1,1,1,1,1,1,0,20130930,20131012
786,0,0,0,0,0,0,1,20131006,20131020
787,0,0,0,0,0,1,0,20131005,20131019
788,0,0,0,0,1,0,0,20131004,20131018
789,0,1,1,1,1,0,0,20131001,20131018
790,1,1,1,1,0,0,0,20130930,20131017
791,1,1,1,1,1,0,0,20130930,20131018
792,0,0,0,0,0,0,1,20131006,20131027
793,0,0,0,0,0,1,0,20131005,20131026
794,0,1,1,1,1,0,0,20131001,20131025
795,1,0,0,0,0,0,0,20130930,20131021
796,1,1,1,1,0,0,0,20130930,20131024
797,1,1,1,1,1,0,0,20130930,20131025
798,1,1,1,1,1,1,0,20130930,20131026
799,0,0,0,0,0,0,1,20131006,20131103
800,0,0,0,0,0,1,0,20131005,20131102
801,0,0,0,0,1,0,0,20131004,20131101
802,0,1,1,1,0,0,0,20131001,20131031
803,0,1,1,1,1,0,0,20131001,20131101
804,1,0,0,0,0,0,0,20130930,20131028
805,1,1,1,1,0,0,0,20130930,20131031
806,1,1,1,1,1,0,0,20130930,20131101
807,0,0,0,0,0,0,1,20131006,20131110
808,1,1,1,1,0,0,0,20130930,20131107
809,1,1,1,1,1,0,0,20130930,20131108
810,1,1,1,1,1,0,0,20130930,20131115
811,1,1,1,1,0,0,0,20130930,20131121
812,1,1,1,1,1,0,0,20130930,20131122
813,0,0,0,0,0,0,1,20131006,20131201
814,0,0,0,0,0,1,0,20131005,20131207
815,0,0,0,0,1,0,0,20131004,20131206
816,0,1,1,1,1,0,0,20131001,20131206
817,1,0,0,0,0,0,0,20130930,20131202
818,1,1,1,1,0,0,0,20130930,20131205
819,1,1,1,1,1,0,0,20130930,20131206
820,1,1,1,1,1,1,0,20130930,20131207
821,0,0,0,0,0,0,1,20131013,20131013
822,0,0,0,0,0,1,0,20131012,20131012
823,0,0,0,0,1,0,0,20131011,20131011
824,0,0,0,1,0,0,0,20131010,20131010
825,0,0,0,1,1,0,0,20131010,20131011
826,0,0,1,0,0,0,0,20131009,20131009
827,0,0,1,1,0,0,0,20131009,20131010
828,0,0,1,1,1,0,0,20131009,20131011
829,0,0,1,1,1,1,0,20131009,20131012
830,0,1,0,0,0,0,0,20131008,20131008
831,0,1,0,0,1,0,0,20131008,20131011
832,0,1,0,1,0,0,0,20131008,20131010
833,0,1,0,1,1,0,0,20131008,20131011
834,0,1,1,0,0,0,0,20131008,20131009
835,0,1,1,0,1,0,0,20131008,20131011
836,0,1,1,1,0,0,0,20131008,20131010
837,0,1,1,1,1,0,0,20131008,20131011
838,0,1,1,1,1,1,0,20131008,20131012
839,1,0,0,0,0,0,0,20131007,20131007
840,1,0,0,0,1,0,0,20131007,20131011
841,1,0,0,1,1,0,0,20131007,20131011
842,1,0,1,0,0,0,0,20131007,20131009
843,1,0,1,0,1,0,0,20131007,20131011
845,1,0,1,1,0,0,0,20131007,20131010
846,1,1,0,0,0,0,0,20131007,20131008
847,1,1,0,0,1,0,0,20131007,20131011
848,1,1,1,0,0,0,0,20131007,20131009
849,1,1,1,1,0,0,0,20131007,20131010
850,1,1,1,1,1,0,0,20131007,20131011
851,0,0,0,0,0,0,1,20131013,20131020
852,0,0,0,0,0,1,0,20131012,20131019
853,0,0,0,0,1,0,0,20131011,20131018
854,0,1,0,1,0,0,0,20131008,20131017
855,0,1,1,1,1,0,0,20131008,20131018
856,1,0,0,0,0,0,0,20131007,20131014
858,1,1,1,1,0,0,0,20131007,20131017
859,1,1,1,1,1,0,0,20131007,20131018
860,1,1,1,1,1,1,0,20131007,20131019
861,0,0,0,0,0,0,1,20131013,20131027
862,0,0,0,0,0,1,0,20131012,20131026
863,0,0,0,0,1,0,0,20131011,20131025
864,0,1,1,1,1,0,0,20131008,20131025
865,1,0,0,0,0,0,0,20131007,20131021
866,1,1,0,1,1,0,0,20131007,20131025
867,1,1,1,1,0,0,0,20131007,20131024
868,1,1,1,1,1,0,0,20131007,20131025
869,1,1,1,1,1,1,0,20131007,20131026
870,0,0,0,0,0,0,1,20131013,20131103
871,0,0,0,0,0,1,0,20131012,20131102
872,0,1,1,1,1,0,0,20131008,20131101
873,1,0,0,0,0,0,0,20131007,20131028
874,1,1,1,1,0,0,0,20131007,20131031
875,1,1,1,1,1,0,0,20131007,20131101
876,0,0,0,0,1,0,0,20131011,20131108
877,0,0,0,0,1,1,0,20131011,20131109
878,0,0,0,1,1,0,0,20131010,20131108
879,0,0,0,1,1,1,0,20131010,20131109
880,0,0,1,0,1,0,0,20131009,20131108
881,0,0,1,1,1,0,0,20131009,20131108
882,0,1,0,0,0,0,0,20131008,20131105
883,0,1,1,1,1,0,0,20131008,20131108
884,0,1,1,1,1,1,0,20131008,20131109
885,1,0,0,0,0,0,0,20131007,20131104
886,1,0,1,0,1,0,0,20131007,20131108
887,1,1,1,0,0,0,0,20131007,20131106
888,1,1,1,1,0,0,0,20131007,20131107
889,1,1,1,1,1,0,0,20131007,20131108
890,0,0,0,0,0,0,1,20131013,20131201
891,0,0,0,0,0,1,0,20131012,20131207
892,0,0,0,0,1,0,0,20131011,20131206
893,0,0,0,1,1,0,0,20131010,20131206
894,0,0,1,1,1,1,0,20131009,20131207
895,0,1,1,1,1,0,0,20131008,20131206
896,1,0,0,0,0,0,0,20131007,20131202
897,1,1,1,1,0,0,0,20131007,20131205
898,1,1,1,1,1,0,0,20131007,20131206
899,1,1,1,1,1,1,0,20131007,20131207
900,0,0,0,0,0,0,1,20131020,20131020
901,0,0,0,0,0,1,0,20131019,20131019
902,0,0,0,0,1,0,0,20131018,20131018
903,0,0,0,0,1,1,0,20131018,20131019
904,0,0,0,1,0,0,0,20131017,20131017
905,0,0,0,1,1,0,0,20131017,20131018
906,0,0,1,0,0,0,0,20131016,20131016
907,0,0,1,0,1,0,0,20131016,20131018
908,0,0,1,1,0,0,0,20131016,20131017
909,0,0,1,1,1,0,0,20131016,20131018
910,0,1,0,0,0,0,0,20131015,20131015
911,0,1,0,1,0,0,0,20131015,20131017
912,0,1,0,1,1,0,0,20131015,20131018
913,0,1,1,0,0,0,0,20131015,20131016
914,0,1,1,0,1,1,0,20131015,20131019
915,0,1,1,1,0,0,0,20131015,20131017
916,0,1,1,1,1,0,0,20131015,20131018
917,1,0,0,0,0,0,0,20131014,20131014
918,1,0,0,0,1,0,0,20131014,20131018
919,1,0,0,1,1,0,0,20131014,20131018
920,1,0,1,0,0,0,0,20131014,20131016
921,1,0,1,0,1,0,0,20131014,20131018
922,1,0,1,1,1,0,0,20131014,20131018
923,1,1,0,0,0,0,0,20131014,20131015
924,1,1,0,0,1,0,0,20131014,20131018
925,1,1,0,1,0,0,0,20131014,20131017
926,1,1,1,0,0,0,0,20131014,20131016
927,1,1,1,0,1,0,0,20131014,20131018
928,1,1,1,1,0,0,0,20131014,20131017
929,1,1,1,1,1,0,0,20131014,20131018
930,0,0,0,0,0,0,1,20131020,20131027
931,0,0,0,0,0,1,0,20131019,20131026
932,0,0,0,0,1,0,0,20131018,20131025
933,0,1,1,1,1,0,0,20131015,20131025
934,1,0,0,0,0,0,0,20131014,20131021
935,1,0,0,1,1,0,0,20131014,20131025
936,1,1,0,0,0,0,0,20131014,20131022
937,1,1,0,1,1,0,0,20131014,20131025
938,1,1,1,1,0,0,0,20131014,20131024
939,1,1,1,1,1,0,0,20131014,20131025
940,0,0,0,0,0,0,1,20131020,20131103
941,0,0,0,0,0,1,0,20131019,20131102
942,0,0,0,0,1,0,0,20131018,20131101
943,0,0,0,1,1,0,0,20131017,20131101
944,0,1,0,1,0,0,0,20131015,20131031
945,0,1,1,1,1,0,0,20131015,20131101
946,0,1,1,1,1,1,0,20131015,20131102
947,1,0,0,0,0,0,0,20131014,20131028
948,1,0,1,0,1,0,0,20131014,20131101
949,1,1,1,1,1,0,0,20131014,20131101
950,0,1,1,1,1,0,0,20131015,20131108
951,1,0,0,0,0,0,0,20131014,20131104
952,1,1,1,1,0,0,0,20131014,20131107
953,1,1,1,1,1,0,0,20131014,20131108
954,0,1,1,1,1,0,0,20131015,20131115
955,1,0,0,1,1,0,0,20131014,20131115
956,1,1,1,1,0,0,0,20131014,20131114
957,1,1,1,1,1,0,0,20131014,20131115
958,1,1,1,1,1,0,0,20131014,20131122
959,0,0,0,0,0,0,1,20131020,20131201
960,0,0,0,0,0,1,0,20131019,20131130
961,0,0,0,0,0,1,0,20131019,20131207
962,0,0,0,0,1,0,0,20131018,20131206
963,0,0,0,1,1,0,0,20131017,20131206
964,0,0,1,1,1,0,0,20131016,20131206
965,0,1,1,1,1,0,0,20131015,20131206
966,1,0,0,0,0,0,0,20131014,20131202
967,1,1,0,0,0,0,0,20131014,20131203
968,1,1,0,0,1,0,0,20131014,20131206
969,1,1,1,0,0,0,0,20131014,20131204
970,1,1,1,1,0,0,0,20131014,20131205
971,1,1,1,1,0,1,0,20131014,20131207
972,1,1,1,1,1,0,0,20131014,20131206
973,1,1,1,1,1,1,0,20131014,20131207
974,0,0,0,0,0,0,1,20131027,20131027
975,0,0,0,0,0,1,0,20131026,20131026
976,0,0,0,0,1,0,0,20131025,20131025
977,0,0,0,1,0,0,0,20131024,20131024
978,0,0,0,1,1,0,0,20131024,20131025
979,0,0,1,0,0,0,0,20131023,20131023
980,0,0,1,1,0,0,0,20131023,20131024
981,0,0,1,1,1,0,0,20131023,20131025
982,0,1,0,0,0,0,0,20131022,20131022
983,0,1,1,0,0,0,0,20131022,20131023
984,0,1,1,1,0,0,0,20131022,20131024
985,0,1,1,1,1,0,0,20131022,20131025
986,0,1,1,1,1,1,0,20131022,20131026
987,1,0,0,0,0,0,0,20131021,20131021
988,1,0,0,0,1,0,0,20131021,20131025
989,1,0,0,1,0,0,0,20131021,20131024
990,1,0,0,1,1,0,0,20131021,20131025
991,1,0,1,0,1,0,0,20131021,20131025
992,1,0,1,1,1,0,0,20131021,20131025
993,1,1,0,0,0,0,0,20131021,20131022
994,1,1,0,0,1,0,0,20131021,20131025
995,1,1,0,1,1,0,0,20131021,20131025
996,1,1,1,0,0,0,0,20131021,20131023
997,1,1,1,0,1,0,0,20131021,20131025
998,1,1,1,1,0,0,0,20131021,20131024
999,1,1,1,1,1,0,0,20131021,20131025
1000,1,1,1,1,1,1,0,20131021,20131026
1001,0,0,0,0,0,0,1,20131027,20131103
1002,0,0,0,0,0,1,0,20131026,20131102
1003,0,0,0,0,1,0,0,20131025,20131101
1004,0,1,1,1,1,0,0,20131022,20131101
1005,1,0,0,0,0,0,0,20131021,20131028
1007,1,1,1,0,0,0,0,20131021,20131030
1008,1,1,1,1,0,0,0,20131021,20131031
1009,1,1,1,1,1,0,0,20131021,20131101
1010,1,1,1,1,1,1,0,20131021,20131102
1011,0,0,0,0,0,0,1,20131027,20131110
1012,0,0,0,0,0,1,0,20131026,20131109
1013,0,0,0,0,1,0,0,20131025,20131108
1014,0,0,1,1,0,0,0,20131023,20131107
1015,0,0,1,1,1,0,0,20131023,20131108
1016,0,1,1,1,1,0,0,20131022,20131108
1017,0,1,1,1,1,1,0,20131022,20131109
1018,1,0,0,0,0,0,0,20131021,20131104
1019,1,1,1,1,0,0,0,20131021,20131107
1020,1,1,1,1,1,0,0,20131021,20131108
1021,0,0,0,0,0,1,0,20131026,20131116
1022,0,0,0,0,1,0,0,20131025,20131115
1023,1,0,0,0,0,0,0,20131021,20131111
1024,1,1,1,1,0,0,0,20131021,20131114
1025,0,0,0,0,0,1,0,20131026,20131123
1026,0,0,0,0,1,0,0,20131025,20131122
1027,0,0,0,0,0,0,1,20131027,20131201
1028,0,0,0,0,0,1,0,20131026,20131130
1029,0,0,0,0,0,1,0,20131026,20131207
1030,0,0,0,0,1,0,0,20131025,20131206
1031,0,0,0,1,0,0,0,20131024,20131205
1032,0,1,0,1,0,0,0,20131022,20131205
1033,0,1,1,1,1,0,0,20131022,20131206
1034,1,0,0,0,0,0,0,20131021,20131202
1035,1,0,1,0,1,0,0,20131021,20131206
1036,1,1,0,0,1,1,0,20131021,20131207
1037,1,1,1,0,0,0,0,20131021,20131204
1038,1,1,1,1,0,0,0,20131021,20131205
1039,1,1,1,1,1,0,0,20131021,20131206
1040,1,1,1,1,1,1,0,20131021,20131207
1041,0,0,0,0,0,0,1,20131103,20131103
1042,0,0,0,0,0,1,0,20131102,20131102
1043,0,0,0,0,1,0,0,20131101,20131101
1044,0,0,0,0,1,1,0,20131101,20131102
1045,0,0,0,1,0,0,0,20131031,20131031
1046,0,0,0,1,1,0,0,20131031,20131101
1047,0,0,1,0,0,0,0,20131030,20131030
1048,0,0,1,1,0,0,0,20131030,20131031
1049,0,0,1,1,1,0,0,20131030,20131101
1050,0,1,0,0,0,0,0,20131029,20131029
1051,0,1,0,0,1,0,0,20131029,20131101
1052,0,1,1,0,0,0,0,20131029,20131030
1053,0,1,1,1,0,0,0,20131029,20131031
1054,0,1,1,1,1,0,0,20131029,20131101
1055,0,1,1,1,1,1,0,20131029,20131102
1056,1,0,0,0,0,0,0,20131028,20131028
1057,1,0,0,0,0,1,0,20131028,20131102
1058,1,0,0,0,1,0,0,20131028,20131101
1059,1,0,0,1,1,0,0,20131028,20131101
1060,1,0,1,1,1,0,0,20131028,20131101
1061,1,1,0,0,0,0,0,20131028,20131029
1062,1,1,0,1,1,0,0,20131028,20131101
1063,1,1,1,0,0,0,0,20131028,20131030
1064,1,1,1,0,1,0,0,20131028,20131101
1065,1,1,1,1,0,0,0,20131028,20131031
1066,1,1,1,1,1,0,0,20131028,20131101
1067,1,1,1,1,1,1,0,20131028,20131102
1068,0,0,0,0,0,0,1,20131103,20131110
1069,0,0,0,0,0,1,0,20131102,20131109
1070,0,0,0,0,1,0,0,20131101,20131108
1071,0,1,0,1,0,0,0,20131029,20131107
1072,0,1,1,1,1,0,0,20131029,20131108
1073,1,0,0,0,0,0,0,20131028,20131104
1074,1,1,1,1,0,0,0,20131028,20131107
1075,1,1,1,1,1,0,0,20131028,20131108
1076,0,0,0,0,0,0,1,20131103,20131117
1077,0,0,0,0,0,1,0,20131102,20131116
1078,0,0,0,0,1,0,0,20131101,20131115
1079,1,0,0,0,0,0,0,20131028,20131111
1080,1,1,1,1,1,0,0,20131028,20131115
1081,0,0,0,0,0,0,1,20131103,20131124
1082,0,0,0,0,0,1,0,20131102,20131123
1083,1,1,1,1,1,0,0,20131028,20131122
1084,0,0,0,0,0,0,1,20131103,20131201
1085,1,1,1,1,1,0,0,20131028,20131129
1086,0,0,0,0,0,1,0,20131102,20131207
1087,0,0,0,0,1,0,0,20131101,20131206
1088,0,0,0,0,1,1,0,20131101,20131207
1089,0,0,0,1,0,0,0,20131031,20131205
1090,0,0,1,0,0,0,0,20131030,20131204
1091,0,1,0,0,0,0,0,20131029,20131203
1092,0,1,1,1,0,0,0,20131029,20131205
1093,0,1,1,1,1,0,0,20131029,20131206
1094,0,1,1,1,1,1,0,20131029,20131207
1095,1,0,0,0,0,0,0,20131028,20131202
1096,1,1,1,0,1,0,0,20131028,20131206
1097,1,1,1,1,0,0,0,20131028,20131205
1098,1,1,1,1,1,0,0,20131028,20131206
1099,1,1,1,1,1,1,0,20131028,20131207
1100,0,0,0,0,0,0,1,20131110,20131110
1101,0,0,0,0,0,1,0,20131109,20131109
1102,0,0,0,0,1,0,0,20131108,20131108
1103,0,0,0,1,0,0,0,20131107,20131107
1104,0,0,0,1,1,0,0,20131107,20131108
1105,0,0,1,0,0,0,0,20131106,20131106
1106,0,0,1,0,1,0,0,20131106,20131108
1107,0,0,1,1,0,0,0,20131106,20131107
1108,0,0,1,1,1,0,0,20131106,20131108
1109,0,1,0,0,0,0,0,20131105,20131105
1110,0,1,0,1,0,0,0,20131105,20131107
1111,0,1,0,1,1,0,0,20131105,20131108
1112,0,1,1,0,0,0,0,20131105,20131106
1113,0,1,1,0,1,0,0,20131105,20131108
1114,0,1,1,1,0,0,0,20131105,20131107
1115,0,1,1,1,1,0,0,20131105,20131108
1116,1,0,0,0,0,0,0,20131104,20131104
1117,1,0,0,0,1,0,0,20131104,20131108
1118,1,0,0,1,1,0,0,20131104,20131108
1119,1,0,1,0,0,0,0,20131104,20131106
1120,1,0,1,0,1,0,0,20131104,20131108
1121,1,0,1,1,1,0,0,20131104,20131108
1122,1,1,0,0,0,0,0,20131104,20131105
1123,1,1,0,0,1,0,0,20131104,20131108
1124,1,1,0,1,0,0,0,20131104,20131107
1125,1,1,0,1,1,0,0,20131104,20131108
1126,1,1,1,0,0,0,0,20131104,20131106
1127,1,1,1,1,0,0,0,20131104,20131107
1128,1,1,1,1,0,1,0,20131104,20131109
1129,1,1,1,1,1,0,0,20131104,20131108
1130,0,0,0,0,0,1,0,20131109,20131116
1131,0,0,0,0,1,0,0,20131108,20131115
1132,1,0,0,0,0,0,0,20131104,20131111
1133,1,1,1,1,0,0,0,20131104,20131114
1134,1,1,1,1,1,0,0,20131104,20131115
1135,1,1,1,1,1,0,0,20131104,20131122
1136,0,0,0,0,0,0,1,20131110,20131201
1137,0,0,0,0,0,1,0,20131109,20131130
1138,0,0,0,0,0,1,0,20131109,20131207
1139,0,0,0,0,1,0,0,20131108,20131206
1140,0,0,1,1,0,0,0,20131106,20131205
1141,0,1,1,1,1,0,0,20131105,20131206
1142,1,0,0,0,0,0,0,20131104,20131202
1143,1,1,1,1,0,0,0,20131104,20131205
1144,1,1,1,1,1,0,0,20131104,20131206
1145,1,1,1,1,1,1,0,20131104,20131207
1146,0,0,0,0,0,0,1,20131117,20131117
1147,0,0,0,0,0,1,0,20131116,20131116
1148,0,0,0,0,1,0,0,20131115,20131115
1149,0,0,0,1,0,0,0,20131114,20131114
1150,0,0,0,1,1,0,0,20131114,20131115
1151,0,0,1,0,0,0,0,20131113,20131113
1152,0,0,1,1,0,0,0,20131113,20131114
1153,0,0,1,1,1,0,0,20131113,20131115
1154,0,1,0,0,0,0,0,20131112,20131112
1155,0,1,0,0,1,0,0,20131112,20131115
1156,0,1,0,1,0,0,0,20131112,20131114
1157,0,1,1,0,0,0,0,20131112,20131113
1158,0,1,1,0,1,0,0,20131112,20131115
1159,0,1,1,1,0,0,0,20131112,20131114
1160,0,1,1,1,1,0,0,20131112,20131115
1161,1,0,0,0,0,0,0,20131111,20131111
1162,1,0,0,0,1,0,0,20131111,20131115
1163,1,0,0,1,1,0,0,20131111,20131115
1164,1,0,1,0,0,0,0,20131111,20131113
1165,1,0,1,1,0,0,0,20131111,20131114
1166,1,0,1,1,1,0,0,20131111,20131115
1167,1,1,0,0,0,0,0,20131111,20131112
1168,1,1,0,0,1,0,0,20131111,20131115
1169,1,1,0,1,0,0,0,20131111,20131114
1170,1,1,1,0,0,0,0,20131111,20131113
1171,1,1,1,0,1,0,0,20131111,20131115
1172,1,1,1,1,0,0,0,20131111,20131114
1173,1,1,1,1,1,0,0,20131111,20131115
